2021;1;1;2;1012;
2021;1;2;4;1017;
2021;1;3;5;1014;
2021;1;4;6;1013;
2021;1;5;5;1010;
2021;1;6;4;1012;2
2021;1;7;2;1014;1
2021;1;8;1;1017;
2021;1;9;-2;1021;
2021;1;10;-3;1024;
2021;1;11;-1;1022;
2021;1;12;-4;1017;
2021;1;13;2;1012;
2021;1;14;0;1009;
2021;1;15;-1;1017;
2021;1;16;-3;1020;
2021;1;17;-4;1018;
2021;1;18;-6;1023;
2021;1;19;0;1022;
2021;1;20;5;1016;
2021;1;21;9;1013;
2021;1;22;9;1008;
2021;1;23;9;1001;1
2021;1;24;5;999;
2021;1;25;3;1000;1
2021;1;26;2;1011;
2021;1;27;1;1015;
2021;1;28;-1;1012;
2021;1;29;3;1002;5
2021;1;30;7;999;4
2021;1;31;1;1005;1
2021;2;1;-1;1004;
2021;2;2;0;1012;
2021;2;3;2;1012;1
2021;2;4;9;1013;
2021;2;5;6;1017;
2021;2;6;4;1014;
2021;2;7;1;1007;1
2021;2;8;3;997;5
2021;2;9;0;1003;21
2021;2;10;1;1005;7
2021;2;11;-3;1013;4
2021;2;12;-7;1029;
2021;2;13;-6;1035;
2021;2;14;-3;1037;
2021;2;15;-2;1036;
2021;2;16;-2;1029;
2021;2;17;2;1020;
2021;2;18;6;1021;
2021;2;19;3;1024;3
2021;2;20;2;1027;1
2021;2;21;4;1030;
2021;2;22;6;1030;
2021;2;23;7;1034;
2021;2;24;8;1037;
2021;2;25;9;1034;
2021;2;26;10;1028;
2021;2;27;10;1028;
2021;2;28;6;1034;
2021;3;1;6;1033;
2021;3;2;6;1036;
2021;3;3;7;1031;
2021;3;4;8;1020;
2021;3;5;7;1015;
2021;3;6;3;1031;
2021;3;7;1;1027;
2021;3;8;2;1018;
2021;3;9;1;1022;
2021;3;10;2;1020;
2021;3;11;2;1020;
2021;3;12;9;1012;1
2021;3;13;8;1013;
2021;3;14;8;1008;1
2021;3;15;8;1006;
2021;3;16;6;1009;
2021;3;17;5;1013;
2021;3;18;4;1017;
2021;3;19;2;1017;1
2021;3;20;1;1022;
2021;3;21;1;1019;
2021;3;22;4;1013;
2021;3;23;4;1020;
2021;3;24;6;1021;
2021;3;25;6;1023;
2021;3;26;8;1024;
2021;3;27;11;1023;
2021;3;28;10;1031;
2021;3;29;10;1033;
2021;3;30;14;1031;
2021;3;31;15;1027;
2021;4;1;16;1017;
2021;4;2;16;1012;
2021;4;3;9;1014;
2021;4;4;7;1019;
2021;4;5;7;1012;
2021;4;6;5;1006;1
2021;4;7;3;1012;
2021;4;8;2;1022;4
2021;4;9;6;1027;
2021;4;10;11;1020;
2021;4;11;12;1020;
2021;4;12;14;1018;
2021;4;13;5;1018;21
2021;4;14;5;1019;13
2021;4;15;5;1021;
2021;4;16;6;1020;
2021;4;17;7;1019;
2021;4;18;8;1018;2
2021;4;19;8;1016;4
2021;4;20;10;1014;7
2021;4;21;10;1015;
2021;4;22;12;1017;
2021;4;23;11;1023;
2021;4;24;10;1024;
2021;4;25;11;1019;
2021;4;26;9;1019;
2021;4;27;10;1014;
2021;4;28;12;1012;
2021;4;29;15;1009;1
2021;4;30;16;1011;
2021;5;1;19;1010;
